Area,Instructions,Size,Priority,Bandwidth,Delay,Score,Allocated_Worker
2,73,7,1.0,53,19,81.08,1
2,80,5,1.0,51,28,72.04,1
3,63,9,1.0,61,5,95.24,1
2,89,6,1.0,96,3,97.92,1
2,13,6,1.0,65,12,88.32,1
2,100,6,1.0,86,12,88.72,1
2,30,7,1.0,62,5,95.24,1
1,33,10,1.0,81,15,85.64,1
1,34,4,1.0,78,12,88.56,1
1,24,2,1.0,52,6,94.04,1
3,69,7,1.0,79,26,74.6,1
2,78,6,1.0,62,7,93.24,1
3,23,6,1.0,95,27,73.92,1
3,90,4,1.0,75,26,74.52,1
1,24,9,1.0,74,16,84.48,1
2,12,1,1.0,66,22,78.32,1
3,66,4,1.0,72,1,99.44,1
2,8,6,1.0,56,2,98.12,1
2,16,1,1.0,70,30,70.4,1
2,5,2,1.0,98,9,91.96,1
1,87,7,1.0,73,19,81.48,1
2,17,5,1.0,65,7,93.32,1
1,53,3,1.0,73,16,84.48,1
3,36,10,1.0,61,19,81.24,1
1,19,2,1.0,72,4,96.44,1
3,24,4,1.0,88,6,94.76,1
3,37,5,1.0,97,2,98.96,1
2,39,8,1.0,92,13,87.84,1
2,53,3,1.0,65,14,86.32,1
2,22,4,1.0,55,28,72.12,1
2,53,6,1.0,59,21,79.2,1
3,83,8,1.0,79,3,97.6,1
2,81,9,1.0,100,6,95.0,1
1,43,7,1.0,63,5,95.28,1
3,75,10,1.0,89,25,75.8,1
3,100,9,1.0,90,27,73.8,1
1,14,8,1.0,72,6,94.44,1
2,39,10,1.0,51,2,98.04,1
3,60,7,1.0,66,11,89.32,1
3,14,7,1.0,58,2,98.16,1
3,63,7,1.0,77,11,89.56,1
2,54,5,1.0,100,19,82.0,1
2,91,3,1.0,77,10,90.56,1
1,71,8,1.0,51,25,75.04,1
3,90,8,1.0,54,30,70.08,1
3,37,9,1.0,80,21,79.6,1
2,24,3,1.0,95,28,72.92,1
1,17,10,1.0,73,5,95.48,1
2,79,8,1.0,77,30,70.56,1
2,81,9,1.0,98,3,97.96,1
2,39,8,1.0,77,7,93.56,1
3,47,1,1.0,94,23,77.88,1
1,95,9,1.0,96,1,99.92,1
2,33,2,1.0,53,8,92.08,1
2,83,6,1.0,55,1,99.12,1
3,30,5,1.0,75,12,88.52,1
2,19,1,1.0,77,23,77.56,1
3,91,4,1.0,90,27,73.8,1
3,58,4,1.0,64,15,85.28,1
1,29,3,1.0,68,26,74.36,1
2,65,5,1.0,75,21,79.52,1
3,54,7,1.0,89,6,94.8,1
3,28,10,1.0,81,16,84.64,1
1,69,8,1.0,74,25,75.48,1
3,54,9,1.0,71,3,97.44,1
3,40,7,1.0,60,23,77.2,1
2,76,3,1.0,66,10,90.32,1
1,22,7,1.0,70,26,74.4,1
2,80,7,1.0,69,23,77.4,1
2,84,4,1.0,78,2,98.56,1
3,13,2,1.0,93,25,75.88,1
1,25,7,1.0,57,12,88.16,1
2,62,2,1.0,75,15,85.52,1
1,48,2,1.0,78,1,99.56,1
3,65,2,1.0,74,16,84.48,1
1,43,9,1.0,68,7,93.36,1
2,10,6,1.0,75,29,71.52,1
2,36,1,1.0,51,12,88.04,1
3,13,5,1.0,56,16,84.12,1
2,84,4,1.0,58,7,93.16,1
1,16,7,1.0,51,4,96.04,1
1,66,4,1.0,63,5,95.28,1
3,67,1,1.0,83,9,91.68,1
3,95,7,1.0,59,16,84.2,1
2,11,2,1.0,66,7,93.32,1
3,74,2,1.0,63,22,78.28,1
2,21,9,1.0,98,20,80.96,1
3,52,9,1.0,91,11,89.84,1
2,70,8,1.0,91,6,94.84,1
3,100,5,1.0,79,22,78.6,1
2,16,6,1.0,75,5,95.52,1
1,4,2,1.0,82,18,82.64,1
1,51,10,1.0,57,27,73.16,1
1,95,9,1.0,57,20,80.16,1
2,31,10,1.0,83,4,96.68,1
1,25,4,1.0,85,18,82.72,1
3,40,10,1.0,78,22,78.56,1
1,90,7,1.0,87,22,78.76,1
3,30,3,1.0,53,10,90.08,1
3,67,7,1.0,80,28,72.6,1
2,83,7,1.0,80,15,85.6,1
1,92,9,1.0,87,27,73.76,1
3,81,10,1.0,76,5,95.52,1
1,96,7,1.0,85,14,86.72,1
3,7,7,1.0,54,29,71.08,1
1,5,4,1.0,86,20,80.72,1
3,74,7,1.0,97,15,85.96,1
1,94,7,1.0,93,2,98.88,1
3,45,6,1.0,53,27,73.08,1
3,41,3,1.0,81,11,89.64,1
2,2,4,1.0,96,12,88.92,1
3,48,8,1.0,77,27,73.56,1
2,96,1,1.0,98,18,82.96,1
3,19,7,1.0,83,5,95.68,1
2,35,9,1.0,71,7,93.44,1
1,46,1,1.0,85,23,77.72,1
3,33,6,1.0,82,14,86.64,1
3,68,6,1.0,52,6,94.04,1
2,43,10,1.0,55,10,90.12,1
1,31,7,1.0,69,4,96.4,1
3,97,5,1.0,53,21,79.08,1
1,24,5,1.0,58,12,88.16,1
3,5,9,1.0,77,8,92.56,1
3,29,2,1.0,62,19,81.24,1
2,52,3,1.0,97,22,78.96,1
2,19,6,1.0,79,5,95.6,1
1,40,7,1.0,53,21,79.08,1
1,66,5,1.0,91,13,87.84,1
1,89,5,1.0,86,25,75.72,1
2,50,1,1.0,66,30,70.32,1
3,4,5,1.0,65,15,85.32,1
2,19,4,1.0,62,4,96.24,1
2,25,3,1.0,70,20,80.4,1
1,33,6,1.0,53,12,88.08,1
2,5,9,1.0,78,26,74.56,1
2,35,6,1.0,69,23,77.4,1
1,96,8,1.0,98,21,79.96,1
1,88,4,1.0,61,11,89.24,1
2,100,8,1.0,98,11,89.96,1
3,34,6,1.0,65,7,93.32,1
2,40,10,1.0,94,25,75.88,1
1,50,3,1.0,86,24,76.72,1
2,84,1,1.0,81,2,98.64,1
1,17,8,1.0,89,23,77.8,1
2,73,10,1.0,71,20,80.44,1
1,40,1,1.0,92,1,99.84,1
3,26,8,1.0,75,24,76.52,1
2,46,2,1.0,60,23,77.2,1
3,65,7,1.0,66,4,96.32,1
3,22,6,1.0,60,21,79.2,1
1,56,7,1.0,81,16,84.64,1
1,73,4,1.0,57,25,75.16,1
1,4,8,1.0,93,29,71.88,1
3,63,5,1.0,89,25,75.8,1
2,76,2,1.0,60,27,73.2,1
2,25,5,1.0,59,24,76.2,1
3,42,6,1.0,82,7,93.64,1
1,58,6,1.0,92,27,73.84,1
2,28,10,1.0,96,13,87.92,1
2,62,3,1.0,63,2,98.28,1
3,69,5,1.0,83,24,76.68,1
2,51,4,1.0,77,11,89.56,1
3,63,1,1.0,82,11,89.64,1
2,77,5,1.0,54,8,92.08,1
2,3,1,1.0,73,21,79.48,1
1,14,4,1.0,84,15,85.68,1
3,96,10,1.0,80,30,70.6,1
2,80,5,1.0,87,25,75.76,1
2,4,8,1.0,76,30,70.52,1
3,85,4,1.0,100,23,78.0,1
3,62,3,1.0,93,18,82.88,1
1,5,4,1.0,63,22,78.28,1
1,76,7,1.0,59,14,86.2,1
1,46,5,1.0,57,18,82.16,1
2,11,5,1.0,90,19,81.8,1
2,78,1,1.0,60,5,95.2,1
3,63,4,1.0,64,19,81.28,1
1,85,3,1.0,68,13,87.36,1
2,45,3,1.0,61,8,92.24,1
2,33,6,1.0,78,11,89.56,1
3,74,7,1.0,66,10,90.32,1
1,81,4,1.0,85,3,97.72,1
1,34,3,1.0,53,16,84.08,1
3,3,5,1.0,85,18,82.72,1
3,65,6,1.0,53,28,72.08,1
1,33,4,1.0,84,15,85.68,1
2,26,2,1.0,70,14,86.4,1
2,45,2,1.0,71,21,79.44,1
1,29,1,1.0,58,22,78.16,1
2,69,1,1.0,100,4,97.0,1
1,82,8,1.0,53,6,94.08,1
2,80,4,1.0,97,26,74.96,1
2,90,9,1.0,83,25,75.68,1
1,64,1,1.0,93,12,88.88,1
3,9,3,1.0,98,28,72.96,1
3,83,9,1.0,69,25,75.4,1
2,3,6,1.0,99,23,78.0,1
2,92,1,1.0,75,3,97.52,1
2,44,8,1.0,66,30,70.32,1
2,1,4,1.0,83,9,91.68,1
3,100,6,1.0,68,5,95.36,1
3,21,6,1.0,62,28,72.24,1
1,59,5,1.0,100,4,97.0,1
2,32,10,1.0,64,14,86.28,1
2,57,3,1.0,85,1,99.72,1
1,80,7,1.0,84,16,84.68,1
2,52,3,1.0,82,6,94.64,1
3,46,3,1.0,66,8,92.32,1
1,98,3,1.0,97,9,91.96,1
1,16,9,1.0,84,30,70.68,1
3,45,8,1.0,82,13,87.64,1
2,73,7,1.0,83,11,89.68,1
1,67,1,1.0,56,4,96.12,1
1,69,9,1.0,67,27,73.36,1
3,47,10,1.0,80,13,87.6,1
2,36,6,1.0,92,19,81.84,1
2,58,5,1.0,66,28,72.32,1
3,53,5,1.0,92,7,93.84,1
3,45,1,1.0,72,20,80.44,1
1,76,7,1.0,53,14,86.08,1
2,38,1,1.0,97,26,74.96,1
1,81,6,1.0,51,27,73.04,1
1,42,7,1.0,68,20,80.36,1
2,73,4,1.0,70,13,87.4,1
2,61,3,1.0,62,1,99.24,1
3,34,7,1.0,68,25,75.36,1
1,55,9,1.0,72,11,89.44,1
3,83,5,1.0,86,9,91.72,1
1,49,3,1.0,53,17,83.08,1
2,8,10,1.0,97,19,81.96,1
1,73,1,1.0,69,15,85.4,1
1,84,10,1.0,94,7,93.88,1
3,80,9,1.0,81,27,73.64,1
2,69,2,1.0,86,21,79.72,1
2,80,5,1.0,68,1,99.36,1
3,17,4,1.0,74,22,78.48,1
2,25,8,1.0,80,8,92.6,1
2,94,4,1.0,57,27,73.16,1
3,31,2,1.0,90,10,90.8,1
2,26,10,1.0,68,25,75.36,1
1,61,3,1.0,57,2,98.16,1
3,21,8,1.0,72,4,96.44,1
1,100,8,1.0,84,9,91.68,1
3,50,1,1.0,69,23,77.4,1
2,12,1,1.0,81,19,81.64,1
1,89,9,1.0,86,9,91.72,1
2,33,4,1.0,61,5,95.24,1
2,61,9,1.0,62,24,76.24,1
3,27,1,1.0,96,15,85.92,1
3,23,1,1.0,75,16,84.52,1
3,69,7,1.0,66,12,88.32,1
1,48,3,1.0,88,30,70.76,1
2,72,9,1.0,70,16,84.4,1
2,57,2,1.0,51,11,89.04,1
2,29,6,1.0,60,10,90.2,1
2,88,5,1.0,89,4,96.8,1
1,2,6,1.0,80,12,88.6,1
3,70,7,1.0,68,5,95.36,1
2,51,3,1.0,52,13,87.04,1
2,3,10,1.0,65,3,97.32,1
1,23,6,1.0,62,14,86.24,1
1,37,7,1.0,62,5,95.24,1
3,70,1,1.0,99,11,90.0,1
2,99,7,1.0,67,23,77.36,1
2,35,7,1.0,94,19,81.88,1
2,19,3,1.0,99,25,76.0,1
3,63,8,1.0,97,22,78.96,1
2,35,7,1.0,84,4,96.68,1
3,14,1,1.0,84,4,96.68,1
1,95,8,1.0,95,29,71.92,1
3,46,7,1.0,100,20,81.0,1
1,97,2,1.0,53,30,70.08,1
3,2,10,1.0,67,21,79.36,1
3,52,1,1.0,74,7,93.48,1
3,32,2,1.0,78,24,76.56,1
1,25,6,1.0,77,22,78.56,1
2,71,2,1.0,62,30,70.24,1
2,55,3,1.0,85,15,85.72,1
2,87,1,1.0,59,14,86.2,1
1,80,4,1.0,68,16,84.36,1
1,27,3,1.0,68,12,88.36,1
1,81,4,1.0,69,29,71.4,1
1,79,3,1.0,74,7,93.48,1
2,79,4,1.0,71,28,72.44,1
2,71,7,1.0,96,28,72.92,1
3,40,10,1.0,65,21,79.32,1
2,64,5,1.0,74,1,99.48,1
3,20,9,1.0,93,20,80.88,1
1,49,6,1.0,79,10,90.6,1
1,58,3,1.0,66,14,86.32,1
3,37,6,1.0,70,17,83.4,1
1,97,3,1.0,99,19,82.0,1
2,65,1,1.0,54,18,82.08,1
3,78,4,1.0,92,2,98.84,1
2,95,9,1.0,98,26,74.96,1
1,96,2,1.0,69,26,74.4,1
2,9,6,1.0,59,20,80.2,1
3,61,7,1.0,79,29,71.6,1
1,65,7,1.0,89,24,76.8,1
3,69,6,1.0,83,9,91.68,1
3,78,8,1.0,74,18,82.48,1
2,16,10,1.0,83,7,93.68,1
1,51,10,1.0,73,1,99.48,1
3,85,10,1.0,52,6,94.04,1
3,81,6,1.0,73,1,99.48,1
2,48,1,1.0,89,28,72.8,1
1,31,2,1.0,90,4,96.8,1
3,17,3,1.0,56,7,93.12,1
2,88,1,1.0,96,22,78.92,1
1,72,4,1.0,83,12,88.68,1
1,95,10,1.0,75,13,87.52,1
3,75,2,1.0,78,16,84.56,1
2,85,1,1.0,98,18,82.96,1
1,5,7,1.0,78,15,85.56,1
1,90,1,1.0,73,25,75.48,1
3,87,8,1.0,82,21,79.64,1
3,87,7,1.0,84,16,84.68,1
3,79,4,1.0,76,24,76.52,1
2,33,5,1.0,83,2,98.68,1
3,35,1,1.0,75,28,72.52,1
2,85,10,1.0,66,14,86.32,1
1,2,2,1.0,96,1,99.92,1
2,29,10,1.0,90,9,91.8,1
1,88,9,1.0,55,23,77.12,1
3,95,10,1.0,81,9,91.64,1
1,40,2,1.0,90,18,82.8,1
2,94,1,1.0,78,13,87.56,1
3,56,3,1.0,99,24,77.0,1
1,85,3,1.0,55,14,86.12,1
1,42,10,1.0,62,6,94.24,1
3,88,2,1.0,53,4,96.08,1
3,49,4,1.0,66,10,90.32,1
2,69,2,1.0,90,1,99.8,1
1,73,3,1.0,95,16,84.92,1
1,16,3,1.0,82,21,79.64,1
2,84,2,1.0,64,21,79.28,1
3,59,9,1.0,81,30,70.64,1
3,96,1,1.0,53,19,81.08,1
2,44,2,1.0,58,27,73.16,1
2,74,8,1.0,80,18,82.6,1
2,2,6,1.0,72,17,83.44,1
3,66,8,1.0,73,30,70.48,1
1,91,5,1.0,94,3,97.88,1
2,67,3,1.0,99,30,71.0,1
3,48,1,1.0,75,24,76.52,1
2,87,1,1.0,85,18,82.72,1
2,70,9,1.0,60,12,88.2,1
3,58,2,1.0,85,5,95.72,1
3,30,3,1.0,64,8,92.28,1
1,33,7,1.0,85,20,80.72,1
1,28,9,1.0,92,20,80.84,1
1,45,5,1.0,75,17,83.52,1
2,10,10,1.0,54,26,74.08,1
2,75,1,1.0,79,9,91.6,1
2,21,9,1.0,66,20,80.32,1
3,87,10,1.0,62,30,70.24,1
2,48,6,1.0,99,26,75.0,1
1,41,8,1.0,53,12,88.08,1
3,51,2,1.0,62,19,81.24,1
1,10,2,1.0,75,19,81.52,1
3,83,8,1.0,59,17,83.2,1
3,9,6,1.0,51,27,73.04,1
3,68,1,1.0,78,27,73.56,1
1,3,10,1.0,86,25,75.72,1
1,68,6,1.0,56,8,92.12,1
1,59,5,1.0,63,9,91.28,1
3,87,1,1.0,74,13,87.48,1
1,25,3,1.0,99,7,94.0,1
1,28,8,1.0,77,13,87.56,1
1,61,2,1.0,91,10,90.84,1
2,53,2,1.0,63,5,95.28,1
2,89,2,1.0,58,15,85.16,1
3,27,10,1.0,61,4,96.24,1
1,83,8,1.0,61,7,93.24,1
3,87,8,1.0,90,28,72.8,1
2,68,4,1.0,52,1,99.04,1
2,27,9,1.0,86,1,99.72,1
3,21,6,1.0,88,2,98.76,1
3,31,10,1.0,52,26,74.04,1
1,21,8,1.0,86,13,87.72,1
2,52,3,1.0,81,16,84.64,1
3,19,8,1.0,98,3,97.96,1
2,41,4,1.0,99,11,90.0,1
2,55,2,1.0,55,28,72.12,1
3,39,2,1.0,82,15,85.64,1
2,16,5,1.0,61,25,75.24,1
2,71,7,1.0,51,17,83.04,1
2,89,1,1.0,85,17,83.72,1
3,5,2,1.0,59,16,84.2,1
2,76,9,1.0,61,2,98.24,1
2,85,7,1.0,63,6,94.28,1
1,53,10,1.0,100,17,84.0,1
1,41,2,1.0,77,16,84.56,1
3,69,8,1.0,61,4,96.24,1
1,82,6,1.0,56,4,96.12,1
1,17,5,1.0,71,1,99.44,1
1,90,4,1.0,51,26,74.04,1
1,24,7,1.0,92,10,90.84,1
3,26,6,1.0,77,21,79.56,1
1,30,1,1.0,69,23,77.4,1
1,72,9,1.0,59,24,76.2,1
3,63,3,1.0,92,20,80.84,1
1,77,5,1.0,65,13,87.32,1
3,28,9,1.0,80,28,72.6,1
3,62,2,1.0,75,23,77.52,1
3,64,3,1.0,78,11,89.56,1
1,65,8,1.0,95,10,90.92,1
1,72,8,1.0,66,8,92.32,1
2,1,6,1.0,88,3,97.76,1
2,79,4,1.0,92,20,80.84,1
3,17,6,1.0,71,4,96.44,1
2,2,8,1.0,56,4,96.12,1
2,94,2,1.0,68,23,77.36,1
3,7,8,1.0,90,17,83.8,1
3,51,8,1.0,72,3,97.44,1
1,68,10,1.0,71,29,71.44,1
2,70,5,1.0,91,18,82.84,1
3,4,4,1.0,56,1,99.12,1
2,11,8,1.0,65,12,88.32,1
3,83,5,1.0,69,27,73.4,1
2,60,9,1.0,58,6,94.16,1
3,87,8,1.0,82,18,82.64,1
2,78,9,1.0,97,23,77.96,1
3,21,4,1.0,95,15,85.92,1
1,76,7,1.0,74,9,91.48,1
2,28,10,1.0,59,5,95.2,1
1,91,4,1.0,93,22,78.88,1
3,53,7,1.0,78,19,81.56,1
3,73,6,1.0,64,8,92.28,1
1,19,3,1.0,59,9,91.2,1
2,99,3,1.0,80,25,75.6,1
3,86,9,1.0,78,24,76.56,1
1,36,5,1.0,98,9,91.96,1
1,68,4,1.0,70,26,74.4,1
2,39,8,1.0,95,24,76.92,1
3,65,8,1.0,79,26,74.6,1
2,47,2,1.0,96,28,72.92,1
1,42,5,1.0,84,21,79.68,1
1,50,8,1.0,96,5,95.92,1
1,70,2,1.0,97,21,79.96,1
3,43,4,1.0,63,24,76.28,1
3,82,1,1.0,69,13,87.4,1
2,12,5,1.0,79,14,86.6,1
3,51,1,1.0,61,14,86.24,1
3,56,10,1.0,97,11,89.96,1
2,61,10,1.0,95,11,89.92,1
2,2,1,1.0,77,21,79.56,1
1,1,7,1.0,95,5,95.92,1
1,44,9,1.0,80,21,79.6,1
3,44,3,1.0,72,16,84.44,1
3,91,9,1.0,67,17,83.36,1
3,38,10,1.0,87,13,87.76,1
2,20,7,1.0,52,16,84.04,1
2,19,2,1.0,63,19,81.28,1
2,86,6,1.0,65,27,73.32,1
2,45,2,1.0,64,22,78.28,1
1,73,5,1.0,84,25,75.68,1
3,48,9,1.0,89,30,70.8,1
1,29,5,1.0,67,8,92.36,1
2,55,5,1.0,51,11,89.04,1
3,56,9,1.0,74,11,89.48,1
2,49,7,1.0,99,10,91.0,1
2,47,5,1.0,92,15,85.84,1
3,53,3,1.0,85,12,88.72,1
3,53,5,1.0,67,4,96.36,1
3,60,3,1.0,82,10,90.64,1
3,92,9,1.0,64,24,76.28,1
3,23,8,1.0,61,12,88.24,1
2,34,7,1.0,80,13,87.6,1
2,31,5,1.0,95,19,81.92,1
2,54,4,1.0,81,26,74.64,1
2,73,10,1.0,58,4,96.16,1
3,34,3,1.0,52,2,98.04,1
3,55,8,1.0,69,23,77.4,1
2,43,4,1.0,97,15,85.96,1
3,10,2,1.0,96,11,89.92,1
3,78,3,1.0,98,27,73.96,1
3,46,9,1.0,65,28,72.32,1
1,83,10,1.0,58,1,99.16,1
3,86,9,1.0,94,29,71.88,1
1,84,7,1.0,51,3,97.04,1
2,41,9,1.0,51,23,77.04,1
2,24,7,1.0,71,29,71.44,1
3,18,3,1.0,66,18,82.32,1
3,64,10,1.0,96,5,95.92,1
2,32,6,1.0,63,28,72.28,1
3,95,9,1.0,95,28,72.92,1
2,98,3,1.0,85,2,98.72,1
2,54,5,1.0,96,30,70.92,1
1,6,2,1.0,53,14,86.08,1
2,61,2,1.0,58,2,98.16,1
1,3,1,1.0,92,7,93.84,1
2,94,4,1.0,77,1,99.56,1
2,24,10,1.0,62,16,84.24,1
3,59,8,1.0,68,13,87.36,1
3,72,3,1.0,87,3,97.76,1
1,6,7,1.0,81,1,99.64,1
2,29,4,1.0,89,20,80.8,1
1,67,1,1.0,98,13,87.96,1
3,85,6,1.0,82,22,78.64,1
1,23,9,1.0,59,8,92.2,1
1,28,3,1.0,80,7,93.6,1
2,69,9,1.0,90,11,89.8,1
2,25,4,1.0,96,5,95.92,1
2,22,8,1.0,56,11,89.12,1
3,23,5,1.0,87,9,91.76,1
3,100,4,1.0,67,19,81.36,1
3,25,9,1.0,60,14,86.2,1
2,73,2,1.0,95,14,86.92,1
2,56,9,1.0,96,12,88.92,1
2,74,1,1.0,90,18,82.8,1
2,78,7,1.0,65,28,72.32,1
1,4,7,1.0,64,30,70.28,1
3,92,8,1.0,77,12,88.56,1
1,18,9,1.0,56,12,88.12,1
1,20,5,1.0,70,16,84.4,1
2,21,1,1.0,57,5,95.16,1
2,84,8,1.0,66,9,91.32,1
2,4,10,1.0,65,12,88.32,1
3,98,1,1.0,88,9,91.76,1
1,42,6,1.0,87,11,89.76,1
3,3,7,1.0,60,23,77.2,1
3,4,9,1.0,94,18,82.88,1
3,36,1,1.0,61,26,74.24,1
3,21,2,1.0,60,5,95.2,1
2,33,1,1.0,74,11,89.48,1
1,70,7,1.0,53,2,98.08,1
1,13,4,1.0,99,7,94.0,1
1,49,2,1.0,95,6,94.92,1
2,70,10,1.0,91,1,99.84,1
2,61,5,1.0,70,15,85.4,1
1,27,2,1.0,100,12,89.0,1
1,42,1,1.0,98,10,90.96,1
1,65,5,1.0,56,26,74.12,1
1,76,7,1.0,65,30,70.32,1
3,92,4,1.0,78,25,75.56,1
2,39,6,1.0,94,26,74.88,1
1,31,5,1.0,79,13,87.6,1
2,14,10,1.0,75,27,73.52,1
3,27,10,1.0,100,13,88.0,1
2,83,6,1.0,82,21,79.64,1
3,83,9,1.0,51,8,92.04,1
3,24,2,1.0,80,22,78.6,1
3,64,7,1.0,75,26,74.52,1
1,61,6,1.0,56,16,84.12,1
3,77,5,1.0,74,29,71.48,1
3,23,5,1.0,63,1,99.28,1
2,86,3,1.0,51,18,82.04,1
3,47,3,1.0,70,13,87.4,1
3,87,7,1.0,87,5,95.76,1
1,86,2,1.0,78,25,75.56,1
3,66,1,1.0,70,28,72.4,1
3,43,6,1.0,82,26,74.64,1
2,92,6,1.0,55,16,84.12,1
2,97,6,1.0,80,5,95.6,1
2,87,9,1.0,74,17,83.48,1
2,63,10,1.0,83,9,91.68,1
3,4,5,1.0,51,2,98.04,1
1,83,9,1.0,98,19,81.96,1
2,12,6,1.0,73,13,87.48,1
1,61,7,1.0,66,7,93.32,1
2,53,10,1.0,60,30,70.2,1
2,62,8,1.0,79,16,84.6,1
2,73,8,1.0,55,30,70.12,1
3,99,1,1.0,95,4,96.92,1
1,39,5,1.0,61,11,89.24,1
2,91,2,1.0,55,17,83.12,1
1,86,5,1.0,61,1,99.24,1
1,74,5,1.0,100,23,78.0,1
1,43,5,1.0,74,5,95.48,1
2,77,4,1.0,53,8,92.08,1
1,87,3,1.0,58,15,85.16,1
3,28,5,1.0,98,13,87.96,1
1,65,9,1.0,60,27,73.2,1
3,35,2,1.0,73,21,79.48,1
3,47,7,1.0,100,24,77.0,1
2,64,6,1.0,67,5,95.36,1
1,15,3,1.0,100,17,84.0,1
3,38,9,1.0,100,30,71.0,1
2,49,7,1.0,93,22,78.88,1
3,76,10,1.0,84,18,82.68,1
2,28,5,1.0,93,7,93.88,1
1,89,8,1.0,62,3,97.24,1
3,4,5,1.0,82,26,74.64,1
3,35,4,1.0,72,17,83.44,1
1,37,1,1.0,76,5,95.52,1
3,27,3,1.0,99,16,85.0,1
1,66,7,1.0,97,21,79.96,1
1,62,6,1.0,51,20,80.04,1
2,29,4,1.0,99,28,73.0,1
1,89,3,1.0,92,18,82.84,1
2,52,3,1.0,89,10,90.8,1
2,79,4,1.0,96,19,81.92,1
2,81,6,1.0,57,11,89.16,1
2,71,1,1.0,59,17,83.2,1
3,72,10,1.0,79,21,79.6,1
2,56,3,1.0,65,24,76.32,1
3,37,4,1.0,99,26,75.0,1
1,61,6,1.0,81,13,87.64,1
1,65,10,1.0,67,20,80.36,1
3,90,6,1.0,72,4,96.44,1
1,90,4,1.0,51,23,77.04,1
2,32,10,1.0,82,13,87.64,1
3,4,6,1.0,100,19,82.0,1
1,7,4,1.0,70,19,81.4,1
3,2,7,1.0,57,1,99.16,1
3,7,8,1.0,97,16,84.96,1
2,72,3,1.0,77,20,80.56,1
2,44,2,1.0,74,20,80.48,1
2,75,5,1.0,63,1,99.28,1
2,35,9,1.0,82,11,89.64,1
3,90,7,1.0,70,26,74.4,1
2,98,4,1.0,75,1,99.52,1
3,70,10,1.0,81,27,73.64,1
2,94,6,1.0,77,9,91.56,1
2,92,3,1.0,64,13,87.28,1
3,23,3,1.0,61,5,95.24,1
1,55,6,1.0,78,6,94.56,1
3,79,3,1.0,100,12,89.0,1
1,26,1,1.0,87,4,96.76,1
3,30,2,1.0,86,10,90.72,1
2,55,5,1.0,79,28,72.6,1
3,58,4,1.0,73,7,93.48,1
2,69,4,1.0,100,23,78.0,1
2,9,1,1.0,66,21,79.32,1
1,13,9,1.0,93,7,93.88,1
1,2,6,1.0,54,16,84.08,1
1,54,9,1.0,71,17,83.44,1
1,92,10,1.0,58,29,71.16,1
3,22,3,1.0,95,20,80.92,1
2,23,10,1.0,99,5,96.0,1
2,9,6,1.0,77,6,94.56,1
2,54,10,1.0,90,15,85.8,1
1,22,2,1.0,62,19,81.24,1
1,31,8,1.0,53,7,93.08,1
1,8,2,1.0,93,4,96.88,1
2,13,7,1.0,69,21,79.4,1
3,78,4,1.0,74,23,77.48,1
3,7,2,1.0,71,8,92.44,1
1,10,2,1.0,88,14,86.76,1
2,38,1,1.0,80,19,81.6,1
3,90,7,1.0,59,15,85.2,1
1,76,2,1.0,83,24,76.68,1
3,64,3,1.0,76,26,74.52,1
1,15,10,1.0,63,27,73.28,1
3,79,2,1.0,52,3,97.04,1
2,16,3,1.0,78,29,71.56,1
2,100,8,1.0,93,24,76.88,1
2,50,10,1.0,81,15,85.64,1
3,79,9,1.0,70,25,75.4,1
3,11,9,1.0,65,30,70.32,1
2,2,8,1.0,56,9,91.12,1
3,39,7,1.0,69,28,72.4,1
1,41,8,1.0,95,12,88.92,1
3,45,9,1.0,53,17,83.08,1
2,1,7,1.0,62,20,80.24,1
2,31,8,1.0,86,3,97.72,1
3,91,6,1.0,77,27,73.56,1
2,100,8,1.0,55,15,85.12,1
2,43,2,1.0,71,10,90.44,1
2,32,8,1.0,69,29,71.4,1
3,67,2,1.0,86,9,91.72,1
1,95,9,1.0,60,22,78.2,1
2,13,6,1.0,74,4,96.48,1
1,14,8,1.0,95,22,78.92,1
2,98,6,1.0,65,9,91.32,1
3,99,10,1.0,61,29,71.24,1
2,35,10,1.0,92,1,99.84,1
3,60,8,1.0,57,15,85.16,1
2,21,1,1.0,77,11,89.56,1
1,24,10,1.0,83,10,90.68,1
2,80,7,1.0,58,16,84.16,1
2,57,9,1.0,69,15,85.4,1
2,60,7,1.0,71,27,73.44,1
2,27,5,1.0,70,23,77.4,1
3,52,10,1.0,68,15,85.36,1
3,57,6,1.0,63,24,76.28,1
3,48,4,1.0,97,23,77.96,1
1,58,4,1.0,90,23,77.8,1
2,94,10,1.0,80,26,74.6,1
2,97,4,1.0,91,28,72.84,1
3,57,7,1.0,82,7,93.64,1
3,91,5,1.0,70,29,71.4,1
1,56,4,1.0,69,6,94.4,1
2,64,1,1.0,97,24,76.96,1
2,78,4,1.0,92,30,70.84,1
3,23,3,1.0,58,25,75.16,1
2,25,6,1.0,77,13,87.56,1
2,47,5,1.0,83,15,85.68,1
1,50,3,1.0,82,25,75.64,1
1,30,5,1.0,81,6,94.64,1
2,37,8,1.0,60,28,72.2,1
3,94,8,1.0,96,20,80.92,1
1,64,4,1.0,90,16,84.8,1
2,82,6,1.0,96,15,85.92,1
3,35,7,1.0,51,11,89.04,1
3,5,4,1.0,75,7,93.52,1
3,28,3,1.0,56,20,80.12,1
