Bandwidth,Delay,Score,Additional Value
46,35,35.02,65.87
45,35,35.02,65.87
44,35,35.02,65.87
43,35,35.02,65.87
42,35,35.02,65.72
41,35,35.02,65.72
40,35,35.02,65.72
39,35,35.03,65.72
38,35,35.03,65.56
37,35,35.03,65.56
36,35,35.03,65.56
35,35,35.03,65.56
34,35,35.03,65.41
33,35,35.03,65.41
32,35,35.03,65.41
31,35,35.03,65.41
30,35,35.03,65.26
29,35,35.03,65.26
28,35,35.04,65.26
27,35,35.04,65.26
26,35,35.04,65.1
25,35,35.04,65.1
50,36,36.02,65.1
49,36,36.02,65.1
48,36,36.02,64.95
47,36,36.02,64.95
46,36,36.02,64.95
45,36,36.02,64.95
44,36,36.02,64.8
43,36,36.02,64.8
42,36,36.02,64.8
41,36,36.02,64.8
40,36,36.02,64.64
39,36,36.03,64.64
38,36,36.03,64.64
37,36,36.03,64.64
36,36,36.03,64.49
35,36,36.03,64.49
34,36,36.03,64.49
33,36,36.03,64.49
32,36,36.03,64.34
31,36,36.03,64.34
30,36,36.03,64.34
29,36,36.03,64.34
28,36,36.04,64.19
27,36,36.04,64.19
26,36,36.04,64.19
25,36,36.04,64.19
50,37,37.02,64.03
49,37,37.02,64.03
48,37,37.02,64.03
47,37,37.02,64.03
46,37,37.02,63.88
45,37,37.02,63.88
44,37,37.02,63.88
43,37,37.02,63.88
42,37,37.02,63.73
41,37,37.02,63.73
40,37,37.02,63.73
39,37,37.03,63.73
38,37,37.03,63.57
37,37,37.03,63.57
36,37,37.03,63.57
35,37,37.03,63.57
34,37,37.03,63.42
33,37,37.03,63.42
32,37,37.03,63.42
31,37,37.03,63.42
30,37,37.03,63.27
29,37,37.03,63.27
28,37,37.04,63.27
27,37,37.04,63.27
26,37,37.04,63.11
25,37,37.04,63.11
50,38,38.02,63.11
49,38,38.02,63.11
48,38,38.02,62.96
47,38,38.02,62.96
46,38,38.02,62.96
45,38,38.02,62.96
44,38,38.02,62.81
43,38,38.02,62.81
42,38,38.02,62.81
41,38,38.02,62.81
40,38,38.02,62.66
39,38,38.03,62.66
38,38,38.03,62.66
37,38,38.03,62.66
36,38,38.03,62.5
35,38,38.03,62.5
34,38,38.03,62.5
33,38,38.03,62.5
32,38,38.03,62.35
31,38,38.03,62.35
30,38,38.03,62.35
29,38,38.03,62.35
28,38,38.04,62.2
27,38,38.04,62.2
26,38,38.04,62.2
25,38,38.04,62.2
50,39,39.02,62.04
49,39,39.02,62.04
48,39,39.02,62.04
47,39,39.02,62.04
46,39,39.02,61.89
45,39,39.02,61.89
44,39,39.02,61.89
43,39,39.02,61.89
42,39,39.02,61.74
41,39,39.02,61.74
40,39,39.02,61.74
39,39,39.03,61.74
38,39,39.03,61.58
37,39,39.03,61.58
36,39,39.03,61.58
35,39,39.03,61.58
34,39,39.03,61.43
33,39,39.03,61.43
32,39,39.03,61.43
31,39,39.03,61.43
30,39,39.03,61.28
29,39,39.03,61.28
28,39,39.04,61.28
27,39,39.04,61.28
26,39,39.04,61.13
25,39,39.04,61.13
50,40,40.02,61.13
49,40,40.02,61.13
48,40,40.02,60.97
47,40,40.02,60.97
46,40,40.02,60.97
45,40,40.02,60.97
44,40,40.02,60.82
43,40,40.02,60.82
42,40,40.02,60.82
41,40,40.02,60.82
40,40,40.02,60.67
39,40,40.03,60.67
38,40,40.03,60.67
37,40,40.03,60.67
36,40,40.03,60.51
35,40,40.03,60.51
34,40,40.03,60.51
33,40,40.03,60.51
32,40,40.03,60.36
31,40,40.03,60.36
30,40,40.03,60.36
29,40,40.03,60.36
28,40,40.04,60.21
27,40,40.04,60.21
26,40,40.04,60.21
25,40,40.04,60.21
50,41,41.02,60.05
49,41,41.02,60.05
48,41,41.02,60.05
47,41,41.02,60.05
46,41,41.02,59.9
45,41,41.02,59.9
44,41,41.02,59.9
43,41,41.02,59.9
42,41,41.02,59.75
41,41,41.02,59.75
40,41,41.02,59.75
39,41,41.03,59.75
38,41,41.03,59.6
37,41,41.03,59.6
36,41,41.03,59.6
35,41,41.03,59.6
34,41,41.03,59.44
33,41,41.03,59.44
32,41,41.03,59.44
31,41,41.03,59.44
30,41,41.03,59.29
29,41,41.03,59.29
28,41,41.04,59.29
27,41,41.04,59.29
26,41,41.04,59.14
25,41,41.04,59.14
50,42,42.02,59.14
49,42,42.02,59.14
48,42,42.02,58.98
47,42,42.02,58.98
46,42,42.02,58.98
45,42,42.02,58.98
44,42,42.02,58.83
43,42,42.02,58.83
42,42,42.02,58.83
41,42,42.02,58.83
40,42,42.02,58.68
39,42,42.03,58.68
38,42,42.03,58.68
37,42,42.03,58.68
36,42,42.03,58.52
35,42,42.03,58.52
34,42,42.03,58.52
33,42,42.03,58.52
32,42,42.03,58.37
31,42,42.03,58.37
30,42,42.03,58.37
29,42,42.03,58.37
28,42,42.04,58.22
27,42,42.04,58.22
26,42,42.04,58.22
25,42,42.04,58.22
50,43,43.02,58.07
49,43,43.02,58.07
48,43,43.02,58.07
47,43,43.02,58.07
46,43,43.02,57.91
45,43,43.02,57.91
44,43,43.02,57.91
43,43,43.02,57.91
42,43,43.02,57.76
41,43,43.02,57.76
40,43,43.02,57.76
39,43,43.03,57.76
38,43,43.03,57.61
37,43,43.03,57.61
36,43,43.03,57.61
35,43,43.03,57.61
34,43,43.03,57.45
33,43,43.03,57.45
32,43,43.03,57.45
31,43,43.03,57.45
30,43,43.03,57.3
29,43,43.03,57.3
28,43,43.04,57.3
27,43,43.04,57.3
26,43,43.04,57.15
25,43,43.04,57.15
50,44,44.02,57.15
49,44,44.02,57.15
48,44,44.02,56.99
47,44,44.02,56.99
46,44,44.02,56.99
45,44,44.02,56.99
44,44,44.02,56.84
43,44,44.02,56.84
42,44,44.02,56.84
41,44,44.02,56.84
40,44,44.02,56.69
39,44,44.03,56.69
38,44,44.03,56.69
37,44,44.03,56.69
36,44,44.03,56.54
35,44,44.03,56.54
34,44,44.03,56.54
33,44,44.03,56.54
32,44,44.03,56.38
31,44,44.03,56.38
30,44,44.03,56.38
29,44,44.03,56.38
28,44,44.04,56.23
27,44,44.04,56.23
26,44,44.04,56.23
25,44,44.04,56.23
50,45,45.02,56.08
49,45,45.02,56.08
48,45,45.02,56.08
47,45,45.02,56.08
46,45,45.02,55.92
45,45,45.02,55.92
44,45,45.02,55.92
43,45,45.02,55.92
42,45,45.02,55.77
41,45,45.02,55.77
40,45,45.02,55.77
39,45,45.03,55.77
38,45,45.03,55.62
37,45,45.03,55.62
36,45,45.03,55.62
35,45,45.03,55.62
34,45,45.03,55.46
33,45,45.03,55.46
32,45,45.03,55.46
31,45,45.03,55.46
30,45,45.03,55.31
29,45,45.03,55.31
28,45,45.04,55.31
27,45,45.04,55.31
26,45,45.04,55.16
25,45,45.04,55.16
50,46,46.02,55.16
49,46,46.02,55.16
48,46,46.02,55.01
47,46,46.02,55.01
46,46,46.02,55.01
45,46,46.02,55.01
44,46,46.02,54.85
43,46,46.02,54.85
42,46,46.02,54.85
41,46,46.02,54.85
40,46,46.02,54.7
39,46,46.03,54.7
38,46,46.03,54.7
37,46,46.03,54.7
36,46,46.03,54.55
35,46,46.03,54.55
34,46,46.03,54.55
33,46,46.03,54.55
32,46,46.03,54.39
31,46,46.03,54.39
30,46,46.03,54.39
29,46,46.03,54.39
28,46,46.04,54.24
27,46,46.04,54.24
26,46,46.04,54.24
25,46,46.04,54.24
50,47,47.02,54.09
49,47,47.02,54.09
48,47,47.02,54.09
47,47,47.02,54.09
46,47,47.02,53.93
45,47,47.02,53.93
44,47,47.02,53.93
43,47,47.02,53.93
42,47,47.02,53.78
41,47,47.02,53.78
40,47,47.02,53.78
39,47,47.03,53.78
38,47,47.03,53.63
37,47,47.03,53.63
36,47,47.03,53.63
35,47,47.03,53.63
34,47,47.03,53.48
33,47,47.03,53.48
32,47,47.03,53.48
31,47,47.03,53.48
30,47,47.03,53.32
29,47,47.03,53.32
28,47,47.04,53.32
27,47,47.04,53.32
26,47,47.04,53.17
25,47,47.04,53.17
50,48,48.02,53.17
49,48,48.02,53.17
48,48,48.02,53.02
47,48,48.02,53.02
46,48,48.02,53.02
45,48,48.02,53.02
44,48,48.02,52.86
43,48,48.02,52.86
42,48,48.02,52.86
41,48,48.02,52.86
40,48,48.02,52.71
39,48,48.03,52.71
38,48,48.03,52.71
37,48,48.03,52.71
36,48,48.03,52.56
35,48,48.03,52.56
34,48,48.03,52.56
33,48,48.03,52.56
32,48,48.03,52.4
31,48,48.03,52.4
30,48,48.03,52.4
29,48,48.03,52.4
28,48,48.04,52.25
27,48,48.04,52.25
26,48,48.04,52.25
25,48,48.04,52.25
50,49,49.02,52.1
49,49,49.02,52.1
48,49,49.02,52.1
47,49,49.02,52.1
46,49,49.02,51.95
45,49,49.02,51.95
44,49,49.02,51.95
43,49,49.02,51.95
42,49,49.02,51.79
41,49,49.02,51.79
40,49,49.02,51.79
39,49,49.03,51.79
38,49,49.03,51.64
37,49,49.03,51.64
36,49,49.03,51.64
35,49,49.03,51.64
34,49,49.03,51.49
33,49,49.03,51.49
32,49,49.03,51.49
31,49,49.03,51.49
30,49,49.03,51.33
29,49,49.03,51.33
28,49,49.04,51.33
27,49,49.04,51.33
26,49,49.04,51.18
25,49,49.04,51.18
50,50,50.02,51.18
49,50,50.02,51.18
48,50,50.02,51.03
47,50,50.02,51.03
46,50,50.02,51.03
45,50,50.02,51.03
44,50,50.02,50.87
43,50,50.02,50.87
42,50,50.02,50.87
41,50,50.02,50.87
40,50,50.02,50.72
39,50,50.03,50.72
38,50,50.03,50.72
37,50,50.03,50.72
36,50,50.03,50.57
35,50,50.03,50.57
34,50,50.03,50.57
33,50,50.03,50.57
32,50,50.03,50.42
31,50,50.03,50.42
30,50,50.03,50.42
29,50,50.03,50.42
28,50,50.04,50.26
27,50,50.04,50.26
26,50,50.04,50.26
25,50,50.04,50.26
50,51,51.02,50.11
49,51,51.02,50.11
48,51,51.02,50.11
47,51,51.02,50.11
46,51,51.02,49.96
45,51,51.02,49.96
44,51,51.02,49.96
43,51,51.02,49.96
42,51,51.02,49.8
41,51,51.02,49.8
40,51,51.02,49.8
39,51,51.03,49.8
38,51,51.03,49.65
37,51,51.03,49.65
36,51,51.03,49.65
35,51,51.03,49.65
34,51,51.03,49.5
33,51,51.03,49.5
32,51,51.03,49.5
31,51,51.03,49.5
30,51,51.03,49.34
29,51,51.03,49.34
28,51,51.04,49.34
27,51,51.04,49.34
26,51,51.04,49.19
25,51,51.04,49.19
50,52,52.02,49.19
49,52,52.02,49.19
48,52,52.02,49.04
47,52,52.02,49.04
46,52,52.02,49.04
45,52,52.02,49.04
44,52,52.02,48.89
43,52,52.02,48.89
42,52,52.02,48.89
41,52,52.02,48.89
40,52,52.02,48.73
39,52,52.03,48.73
38,52,52.03,48.73
37,52,52.03,48.73
36,52,52.03,48.58
35,52,52.03,48.58
34,52,52.03,48.58
33,52,52.03,48.58
32,52,52.03,48.43
31,52,52.03,48.43
30,52,52.03,48.43
29,52,52.03,48.43
28,52,52.04,48.27
27,52,52.04,48.27
26,52,52.04,48.27
25,52,52.04,48.27
50,53,53.02,48.12
49,53,53.02,48.12
48,53,53.02,48.12
47,53,53.02,48.12
46,53,53.02,47.97
45,53,53.02,47.97
44,53,53.02,47.97
43,53,53.02,47.97
42,53,53.02,47.81
41,53,53.02,47.81
40,53,53.02,47.81
39,53,53.03,47.81
38,53,53.03,47.66
37,53,53.03,47.66
36,53,53.03,47.66
35,53,53.03,47.66
34,53,53.03,47.51
33,53,53.03,47.51
32,53,53.03,47.51
31,53,53.03,47.51
30,53,53.03,47.36
29,53,53.03,47.36
28,53,53.04,47.36
27,53,53.04,47.36
26,53,53.04,47.2
25,53,53.04,47.2
50,54,54.02,47.2
49,54,54.02,47.2
48,54,54.02,47.05
47,54,54.02,47.05
46,54,54.02,47.05
45,54,54.02,47.05
44,54,54.02,46.9
43,54,54.02,46.9
42,54,54.02,46.9
41,54,54.02,46.9
40,54,54.02,46.74
39,54,54.03,46.74
38,54,54.03,46.74
37,54,54.03,46.74
36,54,54.03,46.59
35,54,54.03,46.59
34,54,54.03,46.59
33,54,54.03,46.59
32,54,54.03,46.44
31,54,54.03,46.44
30,54,54.03,46.44
29,54,54.03,46.44
28,54,54.04,46.28
27,54,54.04,46.28
26,54,54.04,46.28
25,54,54.04,46.28
50,55,55.02,46.13
49,55,55.02,46.13
48,55,55.02,46.13
47,55,55.02,46.13
46,55,55.02,45.98
45,55,55.02,45.98
44,55,55.02,45.98
43,55,55.02,45.98
42,55,55.02,45.83
41,55,55.02,45.83
40,55,55.02,45.83
39,55,55.03,45.83
38,55,55.03,45.67
37,55,55.03,45.67
36,55,55.03,45.67
35,55,55.03,45.67
34,55,55.03,45.52
33,55,55.03,45.52
32,55,55.03,45.52
31,55,55.03,45.52
30,55,55.03,45.37
29,55,55.03,45.37
28,55,55.04,45.37
27,55,55.04,45.37
26,55,55.04,45.21
25,55,55.04,45.21
50,56,56.02,45.21
49,56,56.02,45.21
48,56,56.02,45.06
47,56,56.02,45.06
46,56,56.02,45.06
45,56,56.02,45.06
44,56,56.02,44.91
43,56,56.02,44.91
42,56,56.02,44.91
41,56,56.02,44.91
40,56,56.02,44.75
39,56,56.03,44.75
38,56,56.03,44.75
37,56,56.03,44.75
36,56,56.03,44.6
35,56,56.03,44.6
34,56,56.03,44.6
33,56,56.03,44.6
32,56,56.03,44.45
31,56,56.03,44.45
30,56,56.03,44.45
29,56,56.03,44.45
28,56,56.04,44.3
27,56,56.04,44.3
26,56,56.04,44.3
25,56,56.04,44.3
50,57,57.02,44.14
49,57,57.02,44.14
48,57,57.02,44.14
47,57,57.02,44.14
46,57,57.02,43.99
45,57,57.02,43.99
44,57,57.02,43.99
43,57,57.02,43.99
42,57,57.02,43.84
41,57,57.02,43.84
40,57,57.02,43.84
39,57,57.03,43.84
38,57,57.03,43.68
37,57,57.03,43.68
36,57,57.03,43.68
35,57,57.03,43.68
34,57,57.03,43.53
33,57,57.03,43.53
32,57,57.03,43.53
31,57,57.03,43.53
30,57,57.03,43.38
29,57,57.03,43.38
28,57,57.04,43.38
27,57,57.04,43.38
26,57,57.04,43.22
25,57,57.04,43.22
50,58,58.02,43.22
49,58,58.02,43.22
48,58,58.02,43.07
47,58,58.02,43.07
46,58,58.02,43.07
45,58,58.02,43.07
44,58,58.02,42.92
43,58,58.02,42.92
42,58,58.02,42.92
41,58,58.02,42.92
40,58,58.02,42.77
39,58,58.03,42.77
38,58,58.03,42.77
37,58,58.03,42.77
36,58,58.03,42.61
35,58,58.03,42.61
34,58,58.03,42.61
33,58,58.03,42.61
32,58,58.03,42.46
31,58,58.03,42.46
30,58,58.03,42.46
29,58,58.03,42.46
28,58,58.04,42.31
27,58,58.04,42.31
26,58,58.04,42.31
25,58,58.04,42.31
50,59,59.02,42.15
49,59,59.02,42.15
48,59,59.02,42.15
47,59,59.02,42.15
46,59,59.02,42.0
45,59,59.02,42.0
44,59,59.02,42.0
43,59,59.02,42.0
42,59,59.02,41.85
41,59,59.02,41.85
40,59,59.02,41.85
39,59,59.03,41.85
38,59,59.03,41.69
37,59,59.03,41.69
36,59,59.03,41.69
35,59,59.03,41.69
34,59,59.03,41.54
33,59,59.03,41.54
32,59,59.03,41.54
31,59,59.03,41.54
30,59,59.03,41.39
29,59,59.03,41.39
28,59,59.04,41.39
27,59,59.04,41.39
26,59,59.04,41.24
25,59,59.04,41.24
50,60,60.02,41.24
49,60,60.02,41.24
48,60,60.02,41.08
47,60,60.02,41.08
46,60,60.02,41.08
45,60,60.02,41.08
44,60,60.02,40.93
43,60,60.02,40.93
42,60,60.02,40.93
41,60,60.02,40.93
40,60,60.02,40.78
39,60,60.03,40.78
38,60,60.03,40.78
37,60,60.03,40.78
36,60,60.03,40.62
35,60,60.03,40.62
34,60,60.03,40.62
33,60,60.03,40.62
32,60,60.03,40.47
31,60,60.03,40.47
30,60,60.03,40.47
29,60,60.03,40.47
28,60,60.04,40.32
27,60,60.04,40.32
26,60,60.04,40.32
25,60,60.04,40.32
50,61,61.02,40.16
49,61,61.02,40.16
48,61,61.02,40.16
47,61,61.02,40.16
46,61,61.02,40.01
45,61,61.02,40.01
44,61,61.02,40.01
43,61,61.02,40.01
42,61,61.02,39.86
41,61,61.02,39.86
40,61,61.02,39.86
39,61,61.03,39.86
38,61,61.03,39.71
37,61,61.03,39.71
36,61,61.03,39.71
35,61,61.03,39.71
34,61,61.03,39.55
33,61,61.03,39.55
32,61,61.03,39.55
31,61,61.03,39.55
30,61,61.03,39.4
29,61,61.03,39.4
28,61,61.04,39.4
27,61,61.04,39.4
26,61,61.04,39.25
25,61,61.04,39.25
50,62,62.02,39.25
49,62,62.02,39.25
48,62,62.02,39.09
47,62,62.02,39.09
46,62,62.02,39.09
45,62,62.02,39.09
44,62,62.02,38.94
43,62,62.02,38.94
42,62,62.02,38.94
41,62,62.02,38.94
40,62,62.02,38.79
39,62,62.03,38.79
38,62,62.03,38.79
37,62,62.03,38.79
36,62,62.03,38.63
35,62,62.03,38.63
34,62,62.03,38.63
33,62,62.03,38.63
32,62,62.03,38.48
31,62,62.03,38.48
30,62,62.03,38.48
29,62,62.03,38.48
28,62,62.04,38.33
27,62,62.04,38.33
26,62,62.04,38.33
25,62,62.04,38.33
50,63,63.02,38.18
49,63,63.02,38.18
48,63,63.02,38.18
47,63,63.02,38.18
46,63,63.02,38.02
45,63,63.02,38.02
44,63,63.02,38.02
43,63,63.02,38.02
42,63,63.02,37.87
41,63,63.02,37.87
40,63,63.02,37.87
39,63,63.03,37.87
38,63,63.03,37.72
37,63,63.03,37.72
36,63,63.03,37.72
35,63,63.03,37.72
34,63,63.03,37.56
33,63,63.03,37.56
32,63,63.03,37.56
31,63,63.03,37.56
30,63,63.03,37.41
29,63,63.03,37.41
28,63,63.04,37.41
27,63,63.04,37.41
26,63,63.04,37.26
25,63,63.04,37.26
50,64,64.02,37.26
49,64,64.02,37.26
48,64,64.02,37.11
47,64,64.02,37.11
46,64,64.02,37.11
45,64,64.02,37.11
44,64,64.02,36.95
43,64,64.02,36.95
42,64,64.02,36.95
41,64,64.02,36.95
40,64,64.03,36.8
39,64,64.03,36.8
38,64,64.03,36.8
37,64,64.03,36.8
36,64,64.03,36.65
35,64,64.03,36.65
34,64,64.03,36.65
33,64,64.03,36.65
32,64,64.03,36.49
31,64,64.03,36.49
30,64,64.03,36.49
29,64,64.03,36.49
28,64,64.04,36.34
27,64,64.04,36.34
26,64,64.04,36.34
25,64,64.04,36.34
50,65,65.02,36.19
49,65,65.02,36.19
48,65,65.02,36.19
47,65,65.02,36.19
46,65,65.02,36.03
45,65,65.02,36.03
44,65,65.02,36.03
43,65,65.02,36.03
42,65,65.02,35.88
41,65,65.02,35.88
40,65,65.03,35.88
39,65,65.03,35.88
38,65,65.03,35.73
37,65,65.03,35.73
36,65,65.03,35.73
35,65,65.03,35.73
34,65,65.03,35.58
33,65,65.03,35.58
32,65,65.03,35.58
31,65,65.03,35.58
30,65,65.03,35.42
29,65,65.03,35.42
28,65,65.04,35.42
27,65,65.04,35.42
26,65,65.04,35.27
25,65,65.04,35.27
50,66,66.02,35.27
49,66,66.02,35.27
48,66,66.02,35.12
47,66,66.02,35.12
46,66,66.02,35.12
45,66,66.02,35.12
44,66,66.02,34.96
43,66,66.02,34.96
42,66,66.02,34.96
41,66,66.02,34.96
40,66,66.03,34.81
39,66,66.03,34.81
38,66,66.03,34.81
37,66,66.03,34.81
36,66,66.03,34.66
35,66,66.03,34.66
34,66,66.03,34.66
33,66,66.03,34.66
32,66,66.03,34.5
31,66,66.03,34.5
30,66,66.03,34.5
29,66,66.03,34.5
28,66,66.04,34.35
27,66,66.04,34.35
26,66,66.04,34.35
25,66,66.04,34.35
50,67,67.02,34.2
49,67,67.02,34.2
48,67,67.02,34.2
47,67,67.02,34.2
46,67,67.02,34.05
45,67,67.02,34.05
44,67,67.02,34.05
43,67,67.02,34.05
42,67,67.02,33.89
41,67,67.02,33.89
40,67,67.03,33.89
39,67,67.03,33.89
38,67,67.03,33.74
37,67,67.03,33.74
36,67,67.03,33.74
35,67,67.03,33.74
34,67,67.03,33.59
33,67,67.03,33.59
32,67,67.03,33.59
31,67,67.03,33.59
30,67,67.03,33.43
29,67,67.03,33.43
28,67,67.04,33.43
27,67,67.04,33.43
26,67,67.04,33.28
25,67,67.04,33.28
50,68,68.02,33.28
49,68,68.02,33.28
48,68,68.02,33.13
47,68,68.02,33.13
46,68,68.02,33.13
45,68,68.02,33.13
44,68,68.02,32.97
43,68,68.02,32.97
42,68,68.02,32.97
41,68,68.02,32.97
40,68,68.03,32.82
39,68,68.03,32.82
38,68,68.03,32.82
37,68,68.03,32.82
36,68,68.03,32.67
35,68,68.03,32.67
34,68,68.03,32.67
33,68,68.03,32.67
32,68,68.03,32.52
31,68,68.03,32.52
30,68,68.03,32.52
29,68,68.03,32.52
28,68,68.04,32.36
27,68,68.04,32.36
26,68,68.04,32.36
25,68,68.04,32.36
50,69,69.02,32.21
49,69,69.02,32.21
48,69,69.02,32.21
47,69,69.02,32.21
46,69,69.02,32.06
45,69,69.02,32.06
44,69,69.02,32.06
43,69,69.02,32.06
42,69,69.02,31.9
41,69,69.02,31.9
40,69,69.03,31.9
39,69,69.03,31.9
38,69,69.03,31.75
37,69,69.03,31.75
36,69,69.03,31.75
35,69,69.03,31.75
34,69,69.03,31.6
33,69,69.03,31.6
32,69,69.03,31.6
31,69,69.03,31.6
30,69,69.03,31.44
29,69,69.03,31.44
28,69,69.04,31.44
27,69,69.04,31.44
26,69,69.04,31.29
25,69,69.04,31.29
50,70,70.02,31.29
49,70,70.02,31.29
48,70,70.02,31.14
47,70,70.02,31.14
46,70,70.02,31.14
45,70,70.02,31.14
44,70,70.02,30.99
43,70,70.02,30.99
42,70,70.02,30.99
41,70,70.02,30.99
40,70,70.03,30.83
39,70,70.03,30.83
38,70,70.03,30.83
37,70,70.03,30.83
36,70,70.03,30.68
35,70,70.03,30.68
34,70,70.03,30.68
33,70,70.03,30.68
32,70,70.03,30.53
31,70,70.03,30.53
30,70,70.03,30.53
29,70,70.03,30.53
28,70,70.04,30.32
27,70,70.04,30.27
26,70,70.04,30.14
25,70,70.04,30.04
